,1,2,1.1,1000,0,10
80842,3407,522.0,1.0,1000,,
80843,3407,14.0,1.0,1000,,
80844,3407,143.0,1.0,1000,,
80845,3407,528.0,1.0,1000,,
80846,3407,662.0,1.0,1000,,
80847,3407,23.0,1.0,1000,,
80848,3407,27.0,1.0,1000,,
80849,3407,155.0,1.0,1000,,
80850,3407,670.0,1.0,1000,,
80851,3407,158.0,1.0,1000,,
80852,3407,550.0,1.0,1000,,
80853,3407,814.0,1.0,1000,,
80854,3407,48.0,1.0,1000,,
80855,3407,7986.0,1.0,1000,,
80856,3407,1203.0,1.0,1000,,
80857,3407,187.0,1.0,1000,,
80858,3407,9927.0,1.0,1000,,
80859,3407,5450.0,1.0,1000,,
80860,3407,1624.0,1.0,1000,,
80861,3407,23770.0,1.0,1000,,
80862,3407,23771.0,1.0,1000,,
80863,3407,23772.0,1.0,1000,,
80864,3407,23773.0,1.0,1000,,
80865,3407,23774.0,1.0,1000,,
80866,3407,23775.0,1.0,1000,,
80867,3407,23776.0,1.0,1000,,
80868,3407,23777.0,1.0,1000,,
80869,3407,23778.0,1.0,1000,,
80870,3407,23779.0,1.0,1000,,
80871,3407,4068.0,1.0,1000,,
80872,3407,353.0,1.0,1000,,
80873,3407,23780.0,1.0,1000,,
80874,3407,23781.0,1.0,1000,,
80875,3407,23782.0,1.0,1000,,
80876,3407,860.0,1.0,1000,,
80877,3407,2538.0,1.0,1000,,
80878,3407,23783.0,1.0,1000,,
80879,3407,23784.0,1.0,1000,,
80880,3407,23785.0,1.0,1000,,
80881,3407,367.0,1.0,1000,,
80882,3407,1015.0,1.0,1000,,
80883,3407,1275.0,1.0,1000,,
80884,3408,864.0,1.0,1000,,
80885,3408,1281.0,1.0,1000,,
80886,3408,1604.0,1.0,1000,,
80887,3408,5.0,1.0,1000,,
80888,3408,42.0,1.0,1000,,
80889,3408,23786.0,1.0,1000,,
80890,3408,780.0,1.0,1000,,
80891,3408,47.0,1.0,1000,,
80892,3408,15441.0,1.0,1000,,
80893,3408,789.0,1.0,1000,,
80894,3408,21947.0,1.0,1000,,
80895,3408,375.0,1.0,1000,,
80896,3408,697.0,1.0,1000,,
80897,3408,27.0,1.0,1000,,
80898,3408,1148.0,1.0,1000,,
80899,3408,25.0,1.0,1000,,
80900,3410,2.0,1.0,1000,,
80901,3410,739.0,1.0,1000,,
80902,3410,483.0,1.0,1000,,
80903,3410,485.0,1.0,1000,,
80904,3410,199.0,1.0,1000,,
80905,3410,1449.0,1.0,1000,,
80906,3410,14.0,1.0,1000,,
80907,3410,48.0,1.0,1000,,
80908,3410,25.0,1.0,1000,,
80909,3410,27.0,1.0,1000,,
80910,3411,898.0,1.0,1000,,
80911,3411,2.0,1.0,1000,,
80912,3411,132.0,1.0,1000,,
80913,3411,8.0,1.0,1000,,
80914,3411,265.0,1.0,1000,,
80915,3411,266.0,1.0,1000,,
80916,3411,394.0,1.0,1000,,
80917,3411,268.0,1.0,1000,,
80918,3411,23822.0,1.0,1000,,
80919,3411,23823.0,1.0,1000,,
80920,3411,23824.0,1.0,1000,,
80921,3411,23825.0,1.0,1000,,
80922,3411,276.0,1.0,1000,,
80923,3411,2454.0,1.0,1000,,
80924,3411,19223.0,1.0,1000,,
80925,3411,278.0,1.0,1000,,
80926,3411,279.0,1.0,1000,,
80927,3411,27.0,1.0,1000,,
80928,3411,15263.0,1.0,1000,,
80929,3411,2470.0,1.0,1000,,
80930,3411,41.0,1.0,1000,,
80931,3411,42.0,1.0,1000,,
80932,3411,43.0,1.0,1000,,
80933,3411,13754.0,1.0,1000,,
80934,3411,13755.0,1.0,1000,,
80935,3411,67.0,1.0,1000,,
80936,3411,1604.0,1.0,1000,,
80937,3411,199.0,1.0,1000,,
80938,3411,328.0,1.0,1000,,
80939,3411,331.0,1.0,1000,,
80940,3411,7140.0,1.0,1000,,
80941,3411,7142.0,1.0,1000,,
80942,3411,871.0,1.0,1000,,
80943,3411,21097.0,1.0,1000,,
80944,3411,127.0,1.0,1000,,
80945,3411,21102.0,1.0,1000,,
80946,3411,629.0,1.0,1000,,
80947,3411,5496.0,1.0,1000,,
80948,3411,636.0,1.0,1000,,
80949,3411,2559.0,1.0,1000,,
80950,3412,2144.0,1.0,1000,,
80951,3412,199.0,1.0,1000,,
80952,3412,1968.0,1.0,1000,,
80953,3412,23826.0,1.0,1000,,
80954,3412,23827.0,1.0,1000,,
80955,3412,23828.0,1.0,1000,,
80956,3412,23829.0,1.0,1000,,
80957,3412,23830.0,1.0,1000,,
80958,3412,23831.0,1.0,1000,,
80959,3412,23832.0,1.0,1000,,
80960,3412,25.0,1.0,1000,,
80961,3412,27.0,1.0,1000,,
80962,3413,2.0,1.0,1000,,
80963,3413,9222.0,1.0,1000,,
80964,3413,3591.0,1.0,1000,,
80965,3413,2568.0,1.0,1000,,
80966,3413,11278.0,1.0,1000,,
80967,3413,14.0,1.0,1000,,
80968,3413,16.0,1.0,1000,,
80969,3413,534.0,1.0,1000,,
80970,3413,24.0,1.0,1000,,
80971,3413,9754.0,1.0,1000,,
80972,3413,27.0,1.0,1000,,
80973,3413,17442.0,1.0,1000,,
80974,3413,554.0,1.0,1000,,
80975,3413,556.0,1.0,1000,,
80976,3413,46.0,1.0,1000,,
80977,3413,561.0,1.0,1000,,
80978,3413,1610.0,1.0,1000,,
80979,3413,1612.0,1.0,1000,,
80980,3413,10829.0,1.0,1000,,
80981,3413,10830.0,1.0,1000,,
80982,3413,1102.0,1.0,1000,,
80983,3413,7757.0,1.0,1000,,
80984,3413,10831.0,1.0,1000,,
80985,3413,82.0,1.0,1000,,
80986,3413,10834.0,1.0,1000,,
80987,3413,10833.0,1.0,1000,,
80988,3413,1109.0,1.0,1000,,
80989,3413,7766.0,1.0,1000,,
80990,3413,86.0,1.0,1000,,
80991,3413,10840.0,1.0,1000,,
80992,3413,88.0,1.0,1000,,
80993,3413,89.0,1.0,1000,,
80994,3413,91.0,1.0,1000,,
80995,3413,92.0,1.0,1000,,
80996,3413,93.0,1.0,1000,,
80997,3413,95.0,1.0,1000,,
80998,3413,96.0,1.0,1000,,
80999,3413,10847.0,1.0,1000,,
81000,3413,97.0,1.0,1000,,
81001,3413,98.0,1.0,1000,,
81002,3413,1131.0,1.0,1000,,
81003,3413,3180.0,1.0,1000,,
81004,3413,138.0,1.0,1000,,
81005,3413,143.0,1.0,1000,,
81006,3413,12439.0,1.0,1000,,
81007,3413,157.0,1.0,1000,,
81008,3413,2719.0,1.0,1000,,
81009,3413,680.0,1.0,1000,,
81010,3413,2225.0,1.0,1000,,
81011,3413,19640.0,1.0,1000,,
81012,3413,189.0,1.0,1000,,
81013,3413,1217.0,1.0,1000,,
81014,3413,1220.0,1.0,1000,,
81015,3413,196.0,1.0,1000,,
81016,3413,197.0,1.0,1000,,
81017,3413,1225.0,1.0,1000,,
81018,3413,1739.0,1.0,1000,,
81019,3413,1229.0,1.0,1000,,
81020,3413,1236.0,1.0,1000,,
81021,3413,745.0,1.0,1000,,
81022,3413,751.0,1.0,1000,,
81023,3413,753.0,1.0,1000,,
81024,3413,755.0,1.0,1000,,
81025,3413,771.0,1.0,1000,,
81026,3413,1804.0,1.0,1000,,
81027,3413,10513.0,1.0,1000,,
81028,3413,23833.0,1.0,1000,,
81029,3413,23834.0,1.0,1000,,
81030,3413,23835.0,1.0,1000,,
81031,3413,23836.0,1.0,1000,,
81032,3413,23837.0,1.0,1000,,
81033,3413,8499.0,1.0,1000,,
81034,3413,9047.0,1.0,1000,,
81035,3413,9053.0,1.0,1000,,
81036,3413,9054.0,1.0,1000,,
81037,3413,1375.0,1.0,1000,,
81038,3413,352.0,1.0,1000,,
81039,3413,353.0,1.0,1000,,
81040,3413,871.0,1.0,1000,,
81041,3413,361.0,1.0,1000,,
81042,3413,9065.0,1.0,1000,,
81043,3413,14697.0,1.0,1000,,
81044,3413,364.0,1.0,1000,,
81045,3413,362.0,1.0,1000,,
81046,3413,367.0,1.0,1000,,
81047,3413,8056.0,1.0,1000,,
81048,3413,417.0,1.0,1000,,
81049,3413,13218.0,1.0,1000,,
81050,3413,422.0,1.0,1000,,
81051,3413,425.0,1.0,1000,,
81052,3413,4009.0,1.0,1000,,
81053,3413,5552.0,1.0,1000,,
81054,3413,432.0,1.0,1000,,
81055,3413,946.0,1.0,1000,,
81056,3413,9140.0,1.0,1000,,
81057,3413,16822.0,1.0,1000,,
81058,3413,5564.0,1.0,1000,,
81059,3413,1982.0,1.0,1000,,
81060,3413,4040.0,1.0,1000,,
81061,3413,3031.0,1.0,1000,,
81062,3413,1509.0,1.0,1000,,
81063,3413,5624.0,1.0,1000,,
81064,3414,3.0,1.0,1000,,
81065,3414,199.0,1.0,1000,,
81066,3414,7944.0,1.0,1000,,
81067,3414,489.0,1.0,1000,,
81068,3414,177.0,1.0,1000,,
81069,3414,2162.0,1.0,1000,,
81070,3414,4627.0,1.0,1000,,
81071,3414,27.0,1.0,1000,,
81072,3415,1440.0,1.0,1000,,
81073,3415,2.0,1.0,1000,,
81074,3415,485.0,1.0,1000,,
81075,3415,5.0,1.0,1000,,
81076,3415,582.0,1.0,1000,,
81077,3415,199.0,1.0,1000,,
81078,3415,4041.0,1.0,1000,,
81079,3415,138.0,1.0,1000,,
81080,3415,3435.0,1.0,1000,,
81081,3415,16.0,1.0,1000,,
81082,3415,25.0,1.0,1000,,
81083,3415,27.0,1.0,1000,,
81084,3415,94.0,1.0,1000,,
81085,3418,3.0,1.0,1000,,
81086,3418,2052.0,1.0,1000,,
81087,3418,7302.0,1.0,1000,,
81088,3418,7.0,1.0,1000,,
81089,3418,6279.0,1.0,1000,,
81090,3418,521.0,1.0,1000,,
81091,3418,3596.0,1.0,1000,,
81092,3418,780.0,1.0,1000,,
81093,3418,2189.0,1.0,1000,,
81094,3418,1295.0,1.0,1000,,
81095,3418,16.0,1.0,1000,,
81096,3418,1425.0,1.0,1000,,
81097,3418,3604.0,1.0,1000,,
81098,3418,1785.0,1.0,1000,,
81099,3418,23.0,1.0,1000,,
81100,3418,1943.0,1.0,1000,,
81101,3418,664.0,1.0,1000,,
81102,3418,27.0,1.0,1000,,
81103,3418,2972.0,1.0,1000,,
81104,3418,669.0,1.0,1000,,
81105,3418,155.0,1.0,1000,,
81106,3418,164.0,1.0,1000,,
81107,3418,7333.0,1.0,1000,,
81108,3418,7723.0,1.0,1000,,
81109,3418,23852.0,1.0,1000,,
81110,3418,23853.0,1.0,1000,,
81111,3418,23854.0,1.0,1000,,
81112,3418,47.0,1.0,1000,,
81113,3418,172.0,1.0,1000,,
81114,3418,23855.0,1.0,1000,,
81115,3418,23856.0,1.0,1000,,
81116,3418,22837.0,1.0,1000,,
81117,3418,697.0,1.0,1000,,
81118,3418,1339.0,1.0,1000,,
81119,3418,8000.0,1.0,1000,,
81120,3418,2241.0,1.0,1000,,
81121,3418,2243.0,1.0,1000,,
81122,3418,11972.0,1.0,1000,,
81123,3418,453.0,1.0,1000,,
81124,3418,198.0,1.0,1000,,
81125,3418,11077.0,1.0,1000,,
81126,3418,2248.0,1.0,1000,,
81127,3418,2249.0,1.0,1000,,
81128,3418,5962.0,1.0,1000,,
81129,3418,23119.0,1.0,1000,,
81130,3418,2260.0,1.0,1000,,
81131,3418,1243.0,1.0,1000,,
81132,3418,7263.0,1.0,1000,,
81133,3418,482.0,1.0,1000,,
81134,3418,485.0,1.0,1000,,
81135,3418,6246.0,1.0,1000,,
81136,3418,871.0,1.0,1000,,
81137,3418,4842.0,1.0,1000,,
81138,3418,8686.0,1.0,1000,,
81139,3418,4338.0,1.0,1000,,
81140,3418,499.0,1.0,1000,,
81141,3418,7286.0,1.0,1000,,
81142,3418,2169.0,1.0,1000,,
81143,3419,1952.0,1.0,1000,,
81144,3419,2144.0,1.0,1000,,
81145,3419,3435.0,1.0,1000,,
81146,3419,187.0,1.0,1000,,
81147,3419,271.0,1.0,1000,,
81148,3419,1968.0,1.0,1000,,
81149,3419,1361.0,1.0,1000,,
81150,3419,47.0,1.0,1000,,
81151,3419,23857.0,1.0,1000,,
81152,3419,16.0,1.0,1000,,
81153,3419,885.0,1.0,1000,,
81154,3419,697.0,1.0,1000,,
81155,3419,27.0,1.0,1000,,
81156,3419,190.0,1.0,1000,,
81157,3419,25.0,1.0,1000,,
81158,3420,1287.0,1.0,1000,,
81159,3420,7.0,1.0,1000,,
81160,3420,780.0,1.0,1000,,
81161,3420,271.0,1.0,1000,,
81162,3420,1295.0,1.0,1000,,
81163,3420,528.0,1.0,1000,,
81164,3420,16.0,1.0,1000,,
81165,3420,23.0,1.0,1000,,
81166,3420,25.0,1.0,1000,,
81167,3420,27.0,1.0,1000,,
81168,3420,1952.0,1.0,1000,,
81169,3420,1968.0,1.0,1000,,
81170,3420,23857.0,1.0,1000,,
81171,3420,23858.0,1.0,1000,,
81172,3420,187.0,1.0,1000,,
81173,3420,190.0,1.0,1000,,
81174,3420,199.0,1.0,1000,,
81175,3420,1361.0,1.0,1000,,
81176,3420,2014.0,1.0,1000,,
81177,3420,2144.0,1.0,1000,,
81178,3420,3435.0,1.0,1000,,
81179,3420,752.0,1.0,1000,,
81180,3420,767.0,1.0,1000,,
81181,3421,2144.0,1.0,1000,,
81182,3421,3.0,1.0,1000,,
81183,3421,199.0,1.0,1000,,
81184,3421,7.0,1.0,1000,,
81185,3421,780.0,1.0,1000,,
81186,3421,172.0,1.0,1000,,
81187,3421,271.0,1.0,1000,,
81188,3421,1968.0,1.0,1000,,
81189,3421,16.0,1.0,1000,,
81190,3421,23859.0,1.0,1000,,
81191,3421,4627.0,1.0,1000,,
81192,3421,27.0,1.0,1000,,
81193,3421,767.0,1.0,1000,,
81194,3422,2.0,1.0,1000,,
81195,3422,903.0,1.0,1000,,
81196,3422,2444.0,1.0,1000,,
81197,3422,782.0,1.0,1000,,
81198,3422,5903.0,1.0,1000,,
81199,3422,528.0,1.0,1000,,
81200,3422,7578.0,1.0,1000,,
81201,3422,285.0,1.0,1000,,
81202,3422,5789.0,1.0,1000,,
81203,3422,415.0,1.0,1000,,
81204,3422,425.0,1.0,1000,,
81205,3422,298.0,1.0,1000,,
81206,3422,299.0,1.0,1000,,
81207,3422,300.0,1.0,1000,,
81208,3422,23872.0,1.0,1000,,
81209,3422,46.0,1.0,1000,,
81210,3422,303.0,1.0,1000,,
81211,3422,432.0,1.0,1000,,
81212,3422,1071.0,1.0,1000,,
81213,3422,306.0,1.0,1000,,
81214,3422,52.0,1.0,1000,,
81215,3422,53.0,1.0,1000,,
81216,3422,23860.0,1.0,1000,,
81217,3422,23861.0,1.0,1000,,
81218,3422,23862.0,1.0,1000,,
81219,3422,2615.0,1.0,1000,,
81220,3422,23863.0,1.0,1000,,
81221,3422,441.0,1.0,1000,,
81222,3422,23864.0,1.0,1000,,
81223,3422,23865.0,1.0,1000,,
81224,3422,17207.0,1.0,1000,,
81225,3422,189.0,1.0,1000,,
81226,3422,23866.0,1.0,1000,,
81227,3422,23867.0,1.0,1000,,
81228,3422,23868.0,1.0,1000,,
81229,3422,23869.0,1.0,1000,,
81230,3422,1982.0,1.0,1000,,
81231,3422,23870.0,1.0,1000,,
81232,3422,580.0,1.0,1000,,
81233,3422,23871.0,1.0,1000,,
81234,3422,582.0,1.0,1000,,
81235,3422,11974.0,1.0,1000,,
81236,3422,4041.0,1.0,1000,,
81237,3422,202.0,1.0,1000,,
81238,3422,6219.0,1.0,1000,,
81239,3422,5837.0,1.0,1000,,
81240,3422,593.0,1.0,1000,,
81241,3422,1237.0,1.0,1000,,
81242,3422,470.0,1.0,1000,,
81243,3422,1239.0,1.0,1000,,
81244,3422,473.0,1.0,1000,,
81245,3422,1241.0,1.0,1000,,
81246,3422,91.0,1.0,1000,,
81247,3422,1499.0,1.0,1000,,
81248,3422,2142.0,1.0,1000,,
81249,3422,94.0,1.0,1000,,
81250,3422,5854.0,1.0,1000,,
81251,3422,98.0,1.0,1000,,
81252,3422,3043.0,1.0,1000,,
81253,3422,3048.0,1.0,1000,,
81254,3422,4328.0,1.0,1000,,
81255,3422,3050.0,1.0,1000,,
81256,3422,1003.0,1.0,1000,,
81257,3422,1516.0,1.0,1000,,
81258,3422,3052.0,1.0,1000,,
81259,3422,9838.0,1.0,1000,,
81260,3422,107.0,1.0,1000,,
81261,3422,112.0,1.0,1000,,
81262,3422,111.0,1.0,1000,,
81263,3422,1394.0,1.0,1000,,
81264,3422,10227.0,1.0,1000,,
81265,3422,113.0,1.0,1000,,
81266,3422,890.0,1.0,1000,,
81267,3423,384.0,1.0,1000,,
81268,3423,2368.0,1.0,1000,,
81269,3423,2.0,1.0,1000,,
81270,3423,194.0,1.0,1000,,
81271,3423,14242.0,1.0,1000,,
81272,3423,2468.0,1.0,1000,,
81273,3423,199.0,1.0,1000,,
81274,3423,8.0,1.0,1000,,
81275,3423,42.0,1.0,1000,,
81276,3423,16.0,1.0,1000,,
81277,3423,724.0,1.0,1000,,
81278,3423,697.0,1.0,1000,,
81279,3423,27.0,1.0,1000,,
81280,3423,2364.0,1.0,1000,,
81281,3424,23873.0,1.0,1000,,
81282,3424,23874.0,1.0,1000,,
81283,3424,18381.0,1.0,1000,,
81284,3424,47.0,1.0,1000,,
81285,3424,1072.0,1.0,1000,,
81286,3424,759.0,1.0,1000,,
81287,3424,27.0,1.0,1000,,
81288,3424,3742.0,1.0,1000,,
81289,3425,7170.0,1.0,1000,,
81290,3425,16.0,1.0,1000,,
81291,3425,23.0,1.0,1000,,
81292,3425,25.0,1.0,1000,,
81293,3425,27.0,1.0,1000,,
81294,3425,8732.0,1.0,1000,,
81295,3425,32.0,1.0,1000,,
81296,3425,1062.0,1.0,1000,,
81297,3425,1072.0,1.0,1000,,
81298,3425,13876.0,1.0,1000,,
81299,3425,53.0,1.0,1000,,
81300,3425,57.0,1.0,1000,,
81301,3425,580.0,1.0,1000,,
81302,3425,1095.0,1.0,1000,,
81303,3425,5967.0,1.0,1000,,
81304,3425,111.0,1.0,1000,,
81305,3425,112.0,1.0,1000,,
81306,3425,113.0,1.0,1000,,
81307,3425,2170.0,1.0,1000,,
81308,3425,1169.0,1.0,1000,,
81309,3425,1171.0,1.0,1000,,
81310,3425,185.0,1.0,1000,,
81311,3425,190.0,1.0,1000,,
81312,3425,193.0,1.0,1000,,
81313,3425,199.0,1.0,1000,,
81314,3425,4322.0,1.0,1000,,
81315,3425,759.0,1.0,1000,,
81316,3425,11558.0,1.0,1000,,
81317,3425,14632.0,1.0,1000,,
81318,3425,11561.0,1.0,1000,,
81319,3425,10538.0,1.0,1000,,
81320,3425,298.0,1.0,1000,,
81321,3425,2862.0,1.0,1000,,
81322,3425,308.0,1.0,1000,,
81323,3425,23874.0,1.0,1000,,
81324,3425,23875.0,1.0,1000,,
81325,3425,23876.0,1.0,1000,,
81326,3425,23877.0,1.0,1000,,
81327,3425,23878.0,1.0,1000,,
81328,3425,23879.0,1.0,1000,,
81329,3425,23880.0,1.0,1000,,
81330,3425,23881.0,1.0,1000,,
81331,3425,23882.0,1.0,1000,,
81332,3425,23883.0,1.0,1000,,
81333,3425,23884.0,1.0,1000,,
81334,3425,23885.0,1.0,1000,,
81335,3425,23886.0,1.0,1000,,
81336,3425,23887.0,1.0,1000,,
81337,3425,23888.0,1.0,1000,,
81338,3425,23889.0,1.0,1000,,
81339,3425,23890.0,1.0,1000,,
81340,3425,23891.0,1.0,1000,,
81341,3425,23892.0,1.0,1000,,
81342,3425,23893.0,1.0,1000,,
81343,3425,23894.0,1.0,1000,,
81344,3425,23895.0,1.0,1000,,
81345,3425,23896.0,1.0,1000,,
81346,3425,23897.0,1.0,1000,,
81347,3425,23898.0,1.0,1000,,
81348,3425,23899.0,1.0,1000,,
81349,3425,23900.0,1.0,1000,,
81350,3425,23901.0,1.0,1000,,
81351,3425,23902.0,1.0,1000,,
81352,3425,23903.0,1.0,1000,,
81353,3425,23904.0,1.0,1000,,
81354,3425,23905.0,1.0,1000,,
81355,3425,23906.0,1.0,1000,,
81356,3425,3427.0,1.0,1000,,
81357,3425,23907.0,1.0,1000,,
81358,3425,2923.0,1.0,1000,,
81359,3425,2942.0,1.0,1000,,
81360,3425,3465.0,1.0,1000,,
81361,3425,2442.0,1.0,1000,,
81362,3425,1424.0,1.0,1000,,
81363,3425,2448.0,1.0,1000,,
81364,3425,1939.0,1.0,1000,,
81365,3425,410.0,1.0,1000,,
81366,3425,1442.0,1.0,1000,,
81367,3425,1981.0,1.0,1000,,
81368,3425,3011.0,1.0,1000,,
81369,3425,3020.0,1.0,1000,,
81370,3425,3042.0,1.0,1000,,
81371,3425,491.0,1.0,1000,,
81372,3426,7170.0,1.0,1000,,
81373,3426,5766.0,1.0,1000,,
81374,3426,3465.0,1.0,1000,,
81375,3426,3339.0,1.0,1000,,
81376,3426,1939.0,1.0,1000,,
81377,3426,23.0,1.0,1000,,
81378,3426,3992.0,1.0,1000,,
81379,3426,27.0,1.0,1000,,
81380,3426,814.0,1.0,1000,,
81381,3426,1072.0,1.0,1000,,
81382,3426,571.0,1.0,1000,,
81383,3426,23878.0,1.0,1000,,
81384,3426,583.0,1.0,1000,,
81385,3426,1095.0,1.0,1000,,
81386,3426,5962.0,1.0,1000,,
81387,3426,1611.0,1.0,1000,,
81388,3426,5965.0,1.0,1000,,
81389,3426,5967.0,1.0,1000,,
81390,3426,5976.0,1.0,1000,,
81391,3426,4322.0,1.0,1000,,
81392,3426,23908.0,1.0,1000,,
81393,3426,23909.0,1.0,1000,,
81394,3426,23910.0,1.0,1000,,
81395,3426,23911.0,1.0,1000,,
81396,3426,23912.0,1.0,1000,,
81397,3426,23913.0,1.0,1000,,
81398,3426,23914.0,1.0,1000,,
81399,3426,23915.0,1.0,1000,,
81400,3426,23916.0,1.0,1000,,
81401,3426,491.0,1.0,1000,,
81402,3426,23917.0,1.0,1000,,
81403,3426,23918.0,1.0,1000,,
81404,3426,113.0,1.0,1000,,
81405,3426,759.0,1.0,1000,,
81406,3428,3465.0,1.0,1000,,
81407,3428,2442.0,1.0,1000,,
81408,3428,1424.0,1.0,1000,,
81409,3428,1169.0,1.0,1000,,
81410,3428,2448.0,1.0,1000,,
81411,3428,1171.0,1.0,1000,,
81412,3428,23.0,1.0,1000,,
81413,3428,8087.0,1.0,1000,,
81414,3428,27.0,1.0,1000,,
81415,3428,1442.0,1.0,1000,,
81416,3428,172.0,1.0,1000,,
81417,3428,57.0,1.0,1000,,
81418,3428,23878.0,1.0,1000,,
81419,3428,1095.0,1.0,1000,,
81420,3428,93.0,1.0,1000,,
81421,3428,759.0,1.0,1000,,
81422,3428,23924.0,1.0,1000,,
81423,3428,23925.0,1.0,1000,,
81424,3428,23926.0,1.0,1000,,
81425,3428,23927.0,1.0,1000,,
81426,3428,23928.0,1.0,1000,,
81427,3428,23929.0,1.0,1000,,
81428,3428,23930.0,1.0,1000,,
81429,3431,1511.0,1.0,1000,,
81430,3431,2313.0,1.0,1000,,
81431,3431,16.0,1.0,1000,,
81432,3431,1329.0,1.0,1000,,
81433,3431,23952.0,1.0,1000,,
81434,3431,697.0,1.0,1000,,
81435,3431,187.0,1.0,1000,,
81436,3431,508.0,1.0,1000,,
81437,3432,2.0,1.0,1000,,
81438,3432,1539.0,1.0,1000,,
81439,3432,138.0,1.0,1000,,
81440,3432,14.0,1.0,1000,,
81441,3432,1425.0,1.0,1000,,
81442,3432,23953.0,1.0,1000,,
81443,3432,23954.0,1.0,1000,,
81444,3432,532.0,1.0,1000,,
81445,3432,149.0,1.0,1000,,
81446,3432,23955.0,1.0,1000,,
81447,3432,23956.0,1.0,1000,,
81448,3432,23957.0,1.0,1000,,
81449,3432,24.0,1.0,1000,,
81450,3432,23958.0,1.0,1000,,
81451,3432,27.0,1.0,1000,,
81452,3432,155.0,1.0,1000,,
81453,3432,5531.0,1.0,1000,,
81454,3432,158.0,1.0,1000,,
81455,3432,1311.0,1.0,1000,,
81456,3432,1568.0,1.0,1000,,
81457,3432,163.0,1.0,1000,,
81458,3432,420.0,1.0,1000,,
81459,3432,172.0,1.0,1000,,
81460,3432,46.0,1.0,1000,,
81461,3432,48.0,1.0,1000,,
81462,3432,439.0,1.0,1000,,
81463,3432,81.0,1.0,1000,,
81464,3432,92.0,1.0,1000,,
81465,3432,353.0,1.0,1000,,
81466,3432,484.0,1.0,1000,,
81467,3432,485.0,1.0,1000,,
81468,3432,361.0,1.0,1000,,
81469,3432,881.0,1.0,1000,,
81470,3432,4465.0,1.0,1000,,
81471,3433,2240.0,1.0,1000,,
81472,3433,97.0,1.0,1000,,
81473,3433,194.0,1.0,1000,,
81474,3433,99.0,1.0,1000,,
81475,3433,199.0,1.0,1000,,
81476,3433,2313.0,1.0,1000,,
81477,3433,202.0,1.0,1000,,
81478,3433,91.0,1.0,1000,,
81479,3433,14.0,1.0,1000,,
81480,3433,16723.0,1.0,1000,,
81481,3433,52.0,1.0,1000,,
81482,3433,88.0,1.0,1000,,
81483,3433,89.0,1.0,1000,,
81484,3433,27.0,1.0,1000,,
81485,3433,189.0,1.0,1000,,
81486,3434,23968.0,1.0,1000,,
81487,3434,23959.0,1.0,1000,,
81488,3434,17539.0,1.0,1000,,
81489,3434,17547.0,1.0,1000,,
81490,3434,17520.0,1.0,1000,,
81491,3434,528.0,1.0,1000,,
81492,3434,23963.0,1.0,1000,,
81493,3434,25.0,1.0,1000,,
81494,3434,23.0,1.0,1000,,
81495,3434,23960.0,1.0,1000,,
81496,3434,23961.0,1.0,1000,,
81497,3434,23962.0,1.0,1000,,
81498,3434,27.0,1.0,1000,,
81499,3434,23964.0,1.0,1000,,
81500,3434,23965.0,1.0,1000,,
81501,3434,23966.0,1.0,1000,,
81502,3434,23967.0,1.0,1000,,
81503,3435,1666.0,1.0,1000,,
81504,3435,1667.0,1.0,1000,,
81505,3435,5003.0,1.0,1000,,
81506,3435,25.0,1.0,1000,,
81507,3435,23966.0,1.0,1000,,
81508,3435,23969.0,1.0,1000,,
81509,3435,23970.0,1.0,1000,,
81510,3435,23971.0,1.0,1000,,
81511,3435,23972.0,1.0,1000,,
81512,3435,23973.0,1.0,1000,,
81513,3435,23974.0,1.0,1000,,
81514,3435,21558.0,1.0,1000,,
81515,3435,4664.0,1.0,1000,,
81516,3435,1214.0,1.0,1000,,
81517,3435,1217.0,1.0,1000,,
81518,3435,1220.0,1.0,1000,,
81519,3435,1221.0,1.0,1000,,
81520,3435,1229.0,1.0,1000,,
81521,3435,2769.0,1.0,1000,,
81522,3435,1236.0,1.0,1000,,
81523,3435,1109.0,1.0,1000,,
81524,3435,9968.0,1.0,1000,,
81525,3435,4474.0,1.0,1000,,
81526,3435,12798.0,1.0,1000,,
81527,3436,2.0,1.0,1000,,
81528,3436,5.0,1.0,1000,,
81529,3436,5131.0,1.0,1000,,
81530,3436,528.0,1.0,1000,,
81531,3436,23.0,1.0,1000,,
81532,3436,25.0,1.0,1000,,
81533,3436,27.0,1.0,1000,,
81534,3436,45.0,1.0,1000,,
81535,3436,46.0,1.0,1000,,
81536,3436,47.0,1.0,1000,,
81537,3436,17456.0,1.0,1000,,
81538,3436,52.0,1.0,1000,,
81539,3436,17463.0,1.0,1000,,
81540,3436,6207.0,1.0,1000,,
81541,3436,23622.0,1.0,1000,,
81542,3436,584.0,1.0,1000,,
81543,3436,23624.0,1.0,1000,,
81544,3436,1610.0,1.0,1000,,
81545,3436,17547.0,1.0,1000,,
81546,3436,12951.0,1.0,1000,,
81547,3436,172.0,1.0,1000,,
81548,3436,3250.0,1.0,1000,,
81549,3436,3258.0,1.0,1000,,
81550,3436,190.0,1.0,1000,,
81551,3436,1215.0,1.0,1000,,
81552,3436,1217.0,1.0,1000,,
81553,3436,1220.0,1.0,1000,,
81554,3436,3269.0,1.0,1000,,
81555,3436,3273.0,1.0,1000,,
